review_item_id,source_id,source_title,source_owner,included_in_all_extractable,current_license_status,current_owner_review_status,evidence_grade,workspace,source_type,source_suffix,duplicate_policy,high_risk_flags,blocked_actions,hash_sha256,review_action_options,review_instruction,current_decision,production_impact,provider_call_boundary,live_kb_ingestion
LEGAL-SRC-CONSULT-025-20260619,SRC-CONSULT-025,Create Your Own Internship,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,ca2a25aacd59b394bd356224e12b0ca66307da9084602a0eec1d4f1b4a62f2b9,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-026-20260619,SRC-CONSULT-026,Email Deliverability Playbook First Edition,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,client_facing_context;source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,bafda9108ab75c2cec3891f5002456ba7a9a3ca8f977989088b0fdcad86d3f62,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-027-20260619,SRC-CONSULT-027,Executive Handover Playbook,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,dbf95b4054115211716150d5f8287fd2bb84f2a6415c7786f19842ed7c906d60,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-004-20260619,SRC-CONSULT-004,Executive Summary Slides from Umbrex,李梁,true,pending_legal_review,owner_reviewed,C,consultant-p1,external_reference,.pptx,not_duplicate,client_facing_context,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,852c8e069fb17a67fde692ffa3e43c2a71dc662514eb719fc8db5f55a852f32e,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-028-20260619,SRC-CONSULT-028,Finance Department The Umbrex Diagnostic Guide,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,a89279d483abf430ec9172e7f0c599dfe34e20c7976e9206bc74eeb0038aeb5a,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-029-20260619,SRC-CONSULT-029,Getting Started with Advanced Data Analysis in ChatGPT v2023 10 02,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,82b2f0f929defe6b0e65b4ed0cb9735d2f75a56df497e7fe093bf56c242fd0e9,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-030-20260619,SRC-CONSULT-030,Patagonia and TNF jacket search,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.csv,not_duplicate,tabular_data_review,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,f33f46cc7fd88589a9325528a6f6a551f3335fbaae81acb7cd12c68d2814309b,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-031-20260619,SRC-CONSULT-031,UNRATE,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.csv,not_duplicate,tabular_data_review,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,a7e733a2fc9a3fe11dff633b0567b9becf7d1ed0e697c093dcebd7a0806d4617,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-032-20260619,SRC-CONSULT-032,Healthcare & Life Sciences,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,354b27738d2a98fad44f6b1a8ae385b54e9c96d9087e34377616e05f1f61c3f9,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-033-20260619,SRC-CONSULT-033,How The Professional & Business Services Industr,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,a93b502b366f7e0730539c73338411ee5f6e7fa1e0a0a4d887394fbe4d03b8ec,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-034-20260619,SRC-CONSULT-034,How Waste Management & Sustainability Works,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted;classification_review,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,26c9d1fb4b226dedfbc10222cc9395061d9057a841f631efe90bc26a9b3b4e42,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-035-20260619,SRC-CONSULT-035,How the Aerospace & Defense Industry Works,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,42efbac337e40b478112e286ab17ef2f7dab7376988f90746c15f29858d63ce6,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-036-20260619,SRC-CONSULT-036,How the Automotive & Transportation Industry Wor,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,0b9c521b9e8ef7c0d0da2aa294276653e8d7c67df038d78bf7172511fe4c97ce,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-037-20260619,SRC-CONSULT-037,How the Technology & Telecom Industry Works,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,d0aabcdf606242826352928c6db8e40d7d18d03ff71a94a5a693291003d32246,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-038-20260619,SRC-CONSULT-038,How to Analyze a Biotechnology Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,b7da97098647755e6bdde7ac8ec59ffcb39fe28b7345efa887ec05fde1eb6059,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-039-20260619,SRC-CONSULT-039,How to Analyze a Chemicals Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,591b68bb42b6bb23cc08ed82c512da3dd5ff68943614e9b2f8b2b80ae424e5e1,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-040-20260619,SRC-CONSULT-040,How to Analyze a Commercial Bank,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,d60d87211fbc446906c8726df370fe93903c1cdb23d7dfecf374b9b559ba97a9,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-041-20260619,SRC-CONSULT-041,How to Analyze a Consumer Packaged Goods Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,0a240c5da5a910f0ffe07645c27a56454e4aae3746b26e06b3cbf43217c9783f,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-042-20260619,SRC-CONSULT-042,How to Analyze a Cosmetics Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,26e3ac6cee8b879a8dc2910b10236f99043d2d7faa4532e72449c4cfe32296f5,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-043-20260619,SRC-CONSULT-043,How to Analyze a Health Payor,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,04be213a98bdbf1139f72dbf821b6ac32c4795f8c8d400bd28c97f3c78c7d1a0,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-044-20260619,SRC-CONSULT-044,How to Analyze a Healthcare Provider,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,ab6d38a68fe0ee0158707315898a1c0ebf24782fff9d8f4b508e252f1c8230e0,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-045-20260619,SRC-CONSULT-045,How to Analyze a Hospitality Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,3c32f0148091bc04cd7e667bafa24d4172ed24678e0d43b095bf1b0d12eb108c,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-046-20260619,SRC-CONSULT-046,How to Analyze a Manufacturing Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,fed1f423cce6446a3ec84feb82eb06c640e44448416d95ca4e155003211415c2,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-047-20260619,SRC-CONSULT-047,How to Analyze a Media & Entertainment Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,678b708d31d6c0400ab68630ad74b92637e2f3c5a457917a7aa1c65a6506b337,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-048-20260619,SRC-CONSULT-048,How to Analyze a Medical Devices Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,9f73e7602b402a73df6529b14f39df2727cb26cc6b28f7b58df015b110c21eb8,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-049-20260619,SRC-CONSULT-049,How to Analyze a Metals & Mining Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,f3bf449a7bea39b51ab5c196afde2a07ec384829b6aa64736c41b4a1caa8f1fc,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-050-20260619,SRC-CONSULT-050,How to Analyze a Pharmaceutical Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,c24f8d0a6cdd0d969ac92b46e0e8254e5bf905fe792615c32353521be09cc942,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-051-20260619,SRC-CONSULT-051,How to Analyze a Property & Casualty Insurance C,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,a6e34189797d5f8eb30de47c9b08f7841456b9876085dcb5704979ec273968b8,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-052-20260619,SRC-CONSULT-052,How to Analyze a Retail Bank,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,fd9220c97aa2c6faaac9d784ca228b7991cc0fb2f6d8cc74144725e41811d24a,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
LEGAL-SRC-CONSULT-053-20260619,SRC-CONSULT-053,How to Analyze a Retail Company,李梁,true,pending_legal_review,pending_review,C,consultant-p1,external_reference,.pdf,not_duplicate,source_redistribution_restricted,publish_client_deliverable|send_client_email|submit_rfp|commit_budget|approve_transaction|redistribute_source_text|expose_pii,dee905e97560943d8162b76ff047082f110b2734bc75636e29be65ce694ecb4e,approve_internal_staging_retrieval|approve_local_only|quarantine_source|reject_source|needs_discussion|pending_review,"Confirm legal and source-owner status for internal no-provider staging. Do not approve raw source redistribution, provider generation, live KB writes, or client-ready publication through this decision file.",pending_review,production unchanged,no KB provider call,no live KB ingestion
